web_scraper_order,web_scraper_start_url,detail_url,title,location,difficulty_level,duration,distance,physical_demand,ascent,descent,target_group,season,recommended_period
"1766397242-347","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3309/Durch-die-waldigen-Taler-des-Monte-Generoso","Durch die waldigen Täler des Monte Generoso","Salorino, Municipio
                                                                    — Somazzo, Paese
                                                                                                    • TI","T2","4h 50min","15.9km","hoch","825m","730m","","ganzjährig","Juni - Oktober"
"1766397245-348","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3311/Entlang-der-sudlichen-Grenze-des-Tessins","Entlang der südlichen Grenze des Tessins","Stabio, Madonnina
                                                                    — Chiasso
                                                                                                    • TI","T1","3h 40min","13.4km","mittel","375m","515m","für Familien","ganzjährig","Mai - Oktober"
"1766397249-349","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3312/Durch-das-ursprungliche-Muggiotal","Durch das ursprüngliche Muggiotal","Scudellate, Paese
                                                                    — Castel S.Pietro, Obino
                                                                                                    • TI","T2","4h 15min","14km","mittel","515m","930m","","ganzjährig","Mai - Oktober"
"1766397251-350","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3313/Urbane-Wanderung-entlang-des-Laveggio","Urbane Wanderung entlang des Laveggio","Stabio, Dazio Vecchio
                                                                    — Capolago, Posta
                                                                                                    • TI","T1","3h 0min","12.3km","mittel","95m","170m","für Familien","ganzjährig","April - November"
"1766397255-351","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3316/Viel-Aussicht-auf-dem-Monte-San-Giorgio","Viel Aussicht auf dem Monte San Giorgio","Tremona
                                                                    — Meride, Paese
                                                                                                    • TI","T2","4h 35min","13.4km","hoch","810m","800m","","ganzjährig","April - Oktober"
"1766397260-352","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3317/Fossilienwanderung-am-Monte-San-Giorgio","Fossilienwanderung am Monte San Giorgio","Meride, Paese
                                                                    — Serpiano (funivia)
                                                                                                    • TI","T2","2h 45min","9.5km","mittel","400m","330m","für Familien","ganzjährig","März - November"
"1766397262-353","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3382/In-Walsers-Fussstapfen-nach-St-Gallen","In Walsers Fussstapfen nach St. Gallen","Herisau
                                                                    — St. Gallen, Bahnhof
                                                                                                    • AR","T1","4h 10min","14.1km","mittel","505m","585m","","ganzjährig","März - Oktober"
"1766397265-354","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3433/Durch-Rebberge-und-uber-eine-Hangebrucke","Durch Rebberge und über eine Hängebrücke","Chamoson-St-Pierre-de-Clages
                                                                    — Saillon, Collombeyres
                                                                                                    • VS","T1","3h 25min","11km","mittel","470m","490m","für Familien, für schwindelfreie Menschen","ganzjährig","April - Mai, September - Oktober"
"1766397267-355","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3435/Inspirierende-Weite-am-Genfersee","Inspirierende Weite am Genfersee","Pully, Chenaulaz
                                                                    — Cully
                                                                                                    • VD","T1","4h 5min","14.7km","mittel","400m","595m","","ganzjährig","April - Mai, September - Oktober"
"1766397270-356","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3438/Farbige-Herbstwalder-und-Sandsteinfelsen","Farbige Herbstwälder und Sandsteinfelsen","Hindelbank, Post
                                                                    — Schönbühl
                                                                                                    • BE","T1","3h 40min","14.1km","mittel","335m","325m","für Familien","ganzjährig","März - Juni, September - Oktober"
"1766397273-357","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3441/Durchs-Naherholungsgebiet-bei-Zurich","Durchs Naherholungsgebiet bei Zürich","Zollikerberg
                                                                    — Stettbach
                                                                                                    • ZH","T1","3h 30min","13.4km","mittel","325m","490m","für Familien","ganzjährig","Mai - Juni, September - Oktober"
"1766397275-358","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3455/Vom-Reussufer-zum-Erdmannlistei","Vom Reussufer zum Erdmannlistei","Rottenschwil, Hecht
                                                                    — Waltenschwil, altes Schulhaus
                                                                                                    • AG","T1","2h 25min","9.6km","tief","180m","135m","für Familien","ganzjährig","März - Oktober"
"1766397277-359","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3496/Viel-Ruhe-und-Aussicht-im-Val-d-Illiez","Viel Ruhe und Aussicht im Val d'Illiez","Val-d'Illiez, Frâchette
                                                                                                    • VS","","2h 30min","6.8km","mittel","315m","315m","","Winter","Dezember - Februar"
"1766397280-360","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3497/Uber-die-Engstligenalp-zum-Lagerstein","Über die Engstligenalp zum Lägerstein","Engstligenalp
                                                                                                    • BE","","1h 15min","4km","tief","55m","55m","","Winter","Dezember - März"
"1766397282-361","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3500/Kurze-Rundtour-fur-Sonnenhungrige","Kurze Rundtour für Sonnenhungrige","Riggisalp (Bergstation)
                                                                                                    • FR","","35min","1.6km","tief","75m","75m","","Winter","Dezember - Februar"
"1766397285-362","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3501/Unter-dem-Chasseral-ob-dem-Nebel","Unter dem Chasseral, ob dem Nebel","Nods, école
                                                                                                    • BE","","2h 40min","8.2km","mittel","205m","205m","","Winter","Dezember - Februar"
"1766397287-363","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3502/Zu-den-Turmen-am-Baselbieter-Wiseberg","Zu den Türmen am Baselbieter Wiseberg","Häfelfingen, Bad Ramsach
                                                                    — Läufelfingen
                                                                                                    • BL","T1","2h 20min","7.3km","tief","300m","480m","für Familien","ganzjährig","Oktober - Mai"
"1766397289-364","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3506/Milde-Winde-am-Baldeggersee","Milde Winde am Baldeggersee","Hitzkirch, Bahnhof
                                                                    — Baldegg Kloster
                                                                                                    • LU","T1","2h 5min","8.3km","tief","135m","125m","","ganzjährig","September - Juni"
"1766397292-365","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3507/Schneeschuhwandern-am-Mattstogg","Schneeschuhwandern am Mattstogg","Amden, Vorderdorf
                                                                    — Amden, Dorf
                                                                                                    • SG","Rot","3h 0min","5.2km","mittel","390m","420m","","Winter","Dezember - Februar"
"1766397294-366","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3508/Gemutlich-bis-zum-Berghaus-Alpenrosli","Gemütlich bis zum Berghaus Alpenrösli","Klosters Platz
                                                                                                    • GR","","2h 35min","6.6km","mittel","335m","335m","für Familien","Winter","Dezember - Februar"
"1766397297-367","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=1","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3509/Uber-die-Strada-Romana-am-Monte-Ceneri","Über die Strada Romana am Monte Ceneri","Rivera-Bironico
                                                                    — Contone, Posta
                                                                                                    • TI","T2","2h 15min","7.7km","tief","245m","510m","","ganzjährig","Januar - Dezember"
